기업명,인증연도,리콜종류,label
인테코에이티,2023.0,명령에따른리콜,
씨티라이프,2023.0,자발적리콜,
스마트,2023.0,자발적리콜,
린나이코리아,2023.0,자발적리콜,
스캇노스아시아,2023.0,자발적리콜,
자라홈코리아유한회사,2023.0,자발적리콜,
"BISSELLHomecare,Inc.",2023.0,자발적리콜,
오이쇼코리아유한회사,2023.0,자발적리콜,
지오다노,2022.0,자발적리콜,
지오다노,2022.0,명령에따른리콜,
영메디칼바이오,2022.0,명령에따른리콜,
영메디칼바이오,2019.0,명령에따른리콜,
영메디칼바이오,2015.0,명령에따른리콜,
우진의료기,2022.0,명령에따른리콜,
우진의료기,2020.0,명령에따른리콜,
우진의료기,2019.0,명령에따른리콜,
우진의료기,2019.0,명령에따른리콜,
우진의료기,2015.0,명령에따른리콜,
라이프웰,2022.0,명령에따른리콜,
에스디생명공학건강식품사업부문(홈스타의료기),2022.0,명령에따른리콜,
고은피플,2022.0,명령에따른리콜,
셀인스텍,2022.0,명령에따른리콜,
루앤원,2022.0,명령에따른리콜,
동영,2022.0,명령에따른리콜,
동영,2016.0,명령에따른리콜,
동영,2016.0,명령에따른리콜,
동영,2016.0,명령에따른리콜,
동영,2015.0,명령에따른리콜,
동영,2015.0,명령에따른리콜,
협성트레이드,2022.0,명령에따른리콜,
펄스일렉트로닉스,2022.0,명령에따른리콜,
신유일전자,2022.0,명령에따른리콜,
신유일전자,2021.0,명령에따른리콜,
신유일전자,2019.0,명령에따른리콜,
신유일전자,2018.0,명령에따른리콜,
신유일전자,2016.0,명령에따른리콜,
신유일전자,2015.0,명령에따른리콜,
신유일전자,2014.0,명령에따른리콜,
한일생명과학,2022.0,명령에따른리콜,
한일생명과학,2020.0,명령에따른리콜,
한일생명과학,2015.0,명령에따른리콜,
예스대현,2022.0,명령에따른리콜,
예스대현,2018.0,명령에따른리콜,
은교,2022.0,명령에따른리콜,
부강H&C,2022.0,명령에따른리콜,
국민유통,2022.0,명령에따른리콜,
가이온퍼니처,2022.0,명령에따른리콜,
가이온퍼니처,2022.0,명령에따른리콜,
가이온퍼니처,2020.0,명령에따른리콜,
그래,2022.0,명령에따른리콜,
썬파인,2022.0,명령에따른리콜,
MOTOMOA,2022.0,명령에따른리콜,
월드일렉콤,2022.0,명령에따른리콜,
좋은상사,2022.0,명령에따른리콜,
도무스,2022.0,명령에따른리콜,
동서가구,2022.0,명령에따른리콜,
동서가구,2022.0,명령에따른리콜,
동서가구,2020.0,명령에따른리콜,
동서가구,2019.0,명령에따른리콜,
GBSTYLE,2022.0,명령에따른리콜,
GBSTYLE,2015.0,명령에따른리콜,
미스토리,2022.0,명령에따른리콜,
구름위에햇님,2022.0,명령에따른리콜,
구름위에햇님,2021.0,명령에따른리콜,
메이블,2022.0,명령에따른리콜,
리빙탑스,2022.0,명령에따른리콜,
말랑하니,2022.0,명령에따른리콜,
가베,2022.0,명령에따른리콜,
아이코닉스,2022.0,명령에따른리콜,
아이코닉스,2019.0,명령에따른리콜,
아이코닉스,2017.0,명령에따른리콜,
아이코닉스,2016.0,명령에따른리콜,
키즈토이,2022.0,명령에따른리콜,
제이엠컴퍼니,2022.0,명령에따른리콜,
지비와이아이앤씨,2022.0,명령에따른리콜,
피앤디,2022.0,명령에따른리콜,
피앤디,2022.0,명령에따른리콜,
피앤디,2020.0,명령에따른리콜,
마이다스,2022.0,명령에따른리콜,
오픈한,2022.0,명령에따른리콜,
오픈한,2022.0,명령에따른리콜,
오픈한,2021.0,명령에따른리콜,
오픈한,2021.0,명령에따른리콜,
오픈한,2020.0,명령에따른리콜,
오픈한,2017.0,명령에따른리콜,
라파클럽,2022.0,명령에따른리콜,
바이찬엔티(BY-CHAN.NT),2022.0,명령에따른리콜,
서양네트웍스,2022.0,명령에따른리콜,
서양네트웍스,2019.0,명령에따른리콜,
서양네트웍스,2017.0,명령에따른리콜,
서양네트웍스,2017.0,명령에따른리콜,
서양네트웍스,2016.0,명령에따른리콜,
서양네트웍스,2016.0,명령에따른리콜,
서양네트웍스,2016.0,명령에따른리콜,
서양네트웍스,2016.0,명령에따른리콜,
서양네트웍스,2015.0,명령에따른리콜,
서양네트웍스,2015.0,명령에따른리콜,
서양네트웍스,2015.0,명령에따른리콜,
서양네트웍스,2015.0,명령에따른리콜,
서양네트웍스,2015.0,자발적리콜,
서양네트웍스,2015.0,명령에따른리콜,
서양네트웍스,2014.0,자발적리콜,
나라홈데코,2022.0,명령에따른리콜,
K2BIKE,2022.0,명령에따른리콜,
K2BIKE,2022.0,명령에따른리콜,
K2BIKE,2021.0,명령에따른리콜,
아틀란코리아,2022.0,명령에따른리콜,
제우스상사,2022.0,명령에따른리콜,
제우스상사,2020.0,명령에따른리콜,
제우스상사,2015.0,명령에따른리콜,
명성무역,2022.0,명령에따른리콜,
명성무역,2016.0,명령에따른리콜,
오즈토이,2022.0,명령에따른리콜,
케이오에스코퍼레이션,2022.0,명령에따른리콜,
토이랜드,2022.0,명령에따른리콜,
에코비앤디,2022.0,명령에따른리콜,
티아라,2022.0,명령에따른리콜,
티아라,2022.0,명령에따른리콜,
골든래빗,2022.0,명령에따른리콜,
골든래빗,2021.0,명령에따른리콜,
SK매직,2022.0,자발적리콜,
SK매직,2019.0,자발적리콜,
거성산업Gs&tap.,2022.0,명령에따른리콜,
대현써지오,2022.0,명령에따른리콜,
한일생활과학,2022.0,명령에따른리콜,
한일생활과학,2019.0,명령에따른리콜,
한일생활과학,2017.0,명령에따른리콜,
루미레즈코리아,2022.0,명령에따른리콜,
허킨스,2022.0,명령에따른리콜,
태서전기,2022.0,명령에따른리콜,
태서전기,2021.0,명령에따른리콜,
태서전기,2021.0,명령에따른리콜,
태서전기,2021.0,명령에따른리콜,
태서전기,2020.0,명령에따른리콜,
태서전기,2019.0,명령에따른리콜,
에스앤비컴퍼니,2022.0,명령에따른리콜,
케이엠코퍼레이션,2022.0,명령에따른리콜,
성광종합상사,2022.0,명령에따른리콜,
태건씨앤에스,2022.0,명령에따른리콜,
태건씨앤에스,2019.0,명령에따른리콜,
네오랩컨버전스,2022.0,명령에따른리콜,
코코지,2022.0,자발적리콜,
코코지,2022.0,자발적리콜,
코코지,2022.0,자발적리콜,
베스트바이글로벌,2022.0,자발적리콜,
나인투원,2022.0,자발적리콜,
두리산업,2022.0,명령에따른리콜,
대상엘이디,2022.0,명령에따른리콜,
조이스트,2022.0,명령에따른리콜,
나인라이팅,2022.0,명령에따른리콜,
에스에이치텍,2022.0,명령에따른리콜,
베스트테크,2022.0,명령에따른리콜,
갈릴리,2022.0,명령에따른리콜,
갈릴리,2021.0,명령에따른리콜,
대림테크,2022.0,명령에따른리콜,
대림테크,2021.0,명령에따른리콜,
대림테크,2020.0,명령에따른리콜,
남양키친플라워,2022.0,명령에따른리콜,
라디언스광주지점,2022.0,명령에따른리콜,
라디언스광주지점,2020.0,명령에따른리콜,
영광하이테크,2022.0,명령에따른리콜,
영광하이테크,2016.0,명령에따른리콜,
아림전기,2022.0,명령에따른리콜,
아림전기,2019.0,명령에따른리콜,
삼정이노베이터즈,2022.0,명령에따른리콜,
위시,2022.0,명령에따른리콜,
아테네암스,2022.0,명령에따른리콜,
한국상사,2022.0,명령에따른리콜,
건앤건,2022.0,명령에따른리콜,
탑트레이드,2022.0,명령에따른리콜,
다온솔,2022.0,명령에따른리콜,
쥬베라,2022.0,명령에따른리콜,
파인원,2022.0,명령에따른리콜,
에이치케이코퍼레이션,2022.0,명령에따른리콜,
에이치케이코퍼레이션,2017.0,자발적리콜,
에이치케이코퍼레이션,2016.0,자발적리콜,
에이치케이코퍼레이션,2016.0,자발적리콜,
투실,2022.0,명령에따른리콜,
예작퍼니쳐,2022.0,명령에따른리콜,
데코라인퍼니처,2022.0,명령에따른리콜,
라이온세일즈,2022.0,명령에따른리콜,
오션바이오,2022.0,명령에따른리콜,
비타그램,2022.0,명령에따른리콜,
비타그램,2020.0,명령에따른리콜,
예산,2022.0,명령에따른리콜,
일렉마켓,2022.0,명령에따른리콜,
이앤이,2022.0,명령에따른리콜,
지아컴퍼니,2022.0,명령에따른리콜,
에이치인터내셔널,2022.0,명령에따른리콜,
보성ALIVE가구,2022.0,명령에따른리콜,
수생토이즈,2022.0,명령에따른리콜,
수생토이즈,2021.0,명령에따른리콜,
수생토이즈,2020.0,명령에따른리콜,
포시즌,2022.0,명령에따른리콜,
청양코리아,2022.0,명령에따른리콜,
청양코리아,2021.0,명령에따른리콜,
퍼니코,2022.0,명령에따른리콜,
올댓제시,2022.0,명령에따른리콜,
벨라코망(Bellakomang),2022.0,명령에따른리콜,
에이비씨프로덕트,2022.0,명령에따른리콜,
에이비씨프로덕트,2020.0,자발적리콜,
에이비씨프로덕트,2019.0,명령에따른리콜,
소르니아,2022.0,명령에따른리콜,
소르니아,2019.0,명령에따른리콜,
일우산업,2022.0,명령에따른리콜,
일우산업,2019.0,명령에따른리콜,
꾸루꾸루,2022.0,명령에따른리콜,
한들,2022.0,명령에따른리콜,
한들,2021.0,명령에따른리콜,
한들,2018.0,명령에따른리콜,
한들,2013.0,명령에따른리콜,
티티경인,2022.0,명령에따른리콜,
Ant빌리지,2022.0,명령에따른리콜,
이펜시아,2022.0,명령에따른리콜,
드림월드플러스,2022.0,명령에따른리콜,
플러스무역,2022.0,명령에따른리콜,
에이치티엘코리아(푸아용탓),2022.0,자발적리콜,
삼성전자,2022.0,자발적리콜,-1.0
삼성전자,2018.0,자발적리콜,-1.0
삼성전자,2018.0,자발적리콜,-1.0
삼성전자,2016.0,자발적리콜,-1.0
"4moms(“4moms”)의사업자ThorleyIndustries,LLCtrading",2022.0,자발적리콜,
Black&DeckerAsiaPacificPte.Ltd.,2022.0,자발적리콜,
에스씨케이컴퍼니,2022.0,자발적리콜,
바디프랜드,2022.0,자발적리콜,
플레이위즈,2022.0,명령에따른리콜,
플레이위즈,2020.0,명령에따른리콜,
구디스(GOODICE),2022.0,명령에따른리콜,
한선유통,2022.0,명령에따른리콜,
한선유통,2017.0,명령에따른리콜,
플랜프라자씨앤씨,2022.0,명령에따른리콜,
씨피엘비,2022.0,명령에따른리콜,
씨피엘비,2022.0,자발적리콜,
에밀아자르유한회사(Emilazar),2022.0,명령에따른리콜,
신성,2022.0,명령에따른리콜,
에스와이폴리텍,2022.0,명령에따른리콜,
천하지엘씨,2022.0,명령에따른리콜,
티엘커뮤니티,2022.0,명령에따른리콜,
티엘커뮤니티,2022.0,명령에따른리콜,
넥티드,2022.0,명령에따른리콜,
플레이맥스,2022.0,명령에따른리콜,
플레이맥스,2021.0,명령에따른리콜,
토이플라이,2022.0,명령에따른리콜,
토이플라이,2022.0,명령에따른리콜,
지아지조컴퍼니,2022.0,명령에따른리콜,
아가프라,2022.0,명령에따른리콜,
사라코,2022.0,명령에따른리콜,
사라코,2019.0,명령에따른리콜,
코디아이어패럴,2022.0,명령에따른리콜,
코디아이어패럴,2021.0,명령에따른리콜,
경원에프엔비,2022.0,명령에따른리콜,
경원에프엔비,2022.0,명령에따른리콜,
경원에프엔비,2020.0,명령에따른리콜,
경원에프엔비,2020.0,명령에따른리콜,
베이블리,2022.0,명령에따른리콜,
육공엘디,2022.0,명령에따른리콜,
스윔어바웃,2022.0,명령에따른리콜,
스윔어바웃,2021.0,명령에따른리콜,
스윔어바웃,2021.0,명령에따른리콜,
스윔어바웃,2021.0,명령에따른리콜,
미소바이크,2022.0,명령에따른리콜,
비바셀,2022.0,명령에따른리콜,
유앤원,2022.0,명령에따른리콜,
꾸꾸,2022.0,명령에따른리콜,
케이엠엘리홀딩스,2022.0,명령에따른리콜,
블록N스토리,2022.0,명령에따른리콜,
이조물류센타,2022.0,명령에따른리콜,
드림캡스,2022.0,명령에따른리콜,
드림캡스,2015.0,명령에따른리콜,
스텝케어,2022.0,명령에따른리콜,
스텝케어,2021.0,명령에따른리콜,
스텝케어,2021.0,명령에따른리콜,
스텝케어,2021.0,명령에따른리콜,
스텝케어,2019.0,명령에따른리콜,
스텝케어,2019.0,명령에따른리콜,
젠아이,2022.0,명령에따른리콜,
젠아이,2019.0,명령에따른리콜,
퍼스트어패럴,2022.0,명령에따른리콜,
퍼스트어패럴,2021.0,명령에따른리콜,
퍼스트어패럴,2020.0,명령에따른리콜,
퍼스트어패럴,2020.0,명령에따른리콜,
퍼스트어패럴,2019.0,명령에따른리콜,
퍼스트어패럴,2019.0,명령에따른리콜,
퍼스트어패럴,2019.0,명령에따른리콜,
퍼스트어패럴,2018.0,명령에따른리콜,
퍼스트어패럴,2017.0,명령에따른리콜,
퍼스트어패럴,2016.0,명령에따른리콜,
퍼스트어패럴,2015.0,명령에따른리콜,
퍼스트어패럴,2015.0,명령에따른리콜,
퍼스트어패럴,2014.0,명령에따른리콜,
퍼스트어패럴,2013.0,명령에따른리콜,
퍼스트어패럴,2013.0,명령에따른리콜,
코알라컴퍼니,2022.0,명령에따른리콜,
원통,2022.0,명령에따른리콜,
원통,2021.0,명령에따른리콜,
밀크파우더,2022.0,명령에따른리콜,
누리모드,2022.0,명령에따른리콜,
라운드컴퍼니,2022.0,명령에따른리콜,
라운드컴퍼니,2020.0,명령에따른리콜,
동화인터내셔널,2022.0,명령에따른리콜,
에이치엘컴퍼니,2022.0,명령에따른리콜,
애플스마일,2022.0,명령에따른리콜,
통큰,2022.0,명령에따른리콜,
핸드메이드만나는날,2022.0,명령에따른리콜,
라엘코리아,2022.0,명령에따른리콜,
라엘코리아,2021.0,명령에따른리콜,
라엘코리아,2018.0,명령에따른리콜,
라엘코리아,2014.0,명령에따른리콜,
라엘코리아,2014.0,명령에따른리콜,
라엘코리아,2014.0,명령에따른리콜,
해밀정원,2022.0,명령에따른리콜,
바다통상,2022.0,명령에따른리콜,
바다통상,2017.0,명령에따른리콜,
구디스,2022.0,명령에따른리콜,
구디스,2021.0,명령에따른리콜,
구디스,2020.0,명령에따른리콜,
위오아이엔씨,2022.0,명령에따른리콜,
아이노비아,2022.0,자발적리콜,
에센루,2022.0,자발적리콜,
에어로코리아,2022.0,자발적리콜,
에어로코리아,2020.0,명령에따른리콜,
에어로코리아,2020.0,명령에따른리콜,
컴스마트,2022.0,명령에따른리콜,
에몬스앳홈,2022.0,명령에따른리콜,
보성얼라이브가구,2022.0,명령에따른리콜,
아리랑유통,2022.0,명령에따른리콜,
티앤글로리,2022.0,명령에따른리콜,
디에스큐브코리아,2022.0,명령에따른리콜,
고려화학,2022.0,명령에따른리콜,
네오트레이딩,2022.0,명령에따른리콜,
파크론양주지점,2022.0,명령에따른리콜,
유리구두,2022.0,명령에따른리콜,
테소로,2022.0,명령에따른리콜,
새김어페럴,2022.0,명령에따른리콜,
케이브랜즈,2022.0,명령에따른리콜,
에스앤지,2022.0,명령에따른리콜,
아이엔앨디,2022.0,명령에따른리콜,
제일모직패션부문,2022.0,자발적리콜,
"FitbitLLC.(구Fitbit,Inc.)",2022.0,자발적리콜,
한진종합,2022.0,자발적리콜,
한진종합,2020.0,명령에따른리콜,
피노키오,2022.0,명령에따른리콜,
피노키오,2020.0,명령에따른리콜,
피노키오,2019.0,명령에따른리콜,
점프,2022.0,명령에따른리콜,
점프,2021.0,명령에따른리콜,
점프,2020.0,명령에따른리콜,
점프,2020.0,명령에따른리콜,
점프,2019.0,명령에따른리콜,
점프,2019.0,명령에따른리콜,
점프,2019.0,명령에따른리콜,
점프,2019.0,명령에따른리콜,
점프,2019.0,명령에따른리콜,
점프,2019.0,명령에따른리콜,
정현쥬얼리,2022.0,명령에따른리콜,
세그웨이서울,2022.0,명령에따른리콜,
세그웨이서울,2018.0,명령에따른리콜,
대호종합상사,2022.0,명령에따른리콜,
대호종합상사,2015.0,명령에따른리콜,
대호종합상사,2015.0,명령에따른리콜,
대호종합상사,2013.0,명령에따른리콜,
버기트라이크,2022.0,명령에따른리콜,
패션플러스,2022.0,명령에따른리콜,
삼성물산,2022.0,명령에따른리콜,-1.0
뉴에라캡코리아(유),2022.0,명령에따른리콜,
미르상사(미르가구),2022.0,명령에따른리콜,
제네스컴퍼니,2022.0,명령에따른리콜,
더자리체어,2022.0,명령에따른리콜,
반도옵티칼,2022.0,명령에따른리콜,
라리베라,2022.0,명령에따른리콜,
에이스상사,2022.0,명령에따른리콜,
에이스상사,2022.0,명령에따른리콜,
에이스상사,2022.0,명령에따른리콜,
세양침대,2022.0,명령에따른리콜,
라라리즈,2022.0,명령에따른리콜,
H인터내셔널,2022.0,명령에따른리콜,
더스마티,2022.0,명령에따른리콜,
에이투인터내셔널,2022.0,명령에따른리콜,
쿠첸,2022.0,자발적리콜,
아바마,2021.0,명령에따른리콜,
씨케이코리아(CKKOREAInc.),2021.0,명령에따른리콜,
주영이앤씨,2021.0,명령에따른리콜,
주영이앤씨,2020.0,명령에따른리콜,
주영이앤씨,2018.0,명령에따른리콜,
주영이앤씨,2017.0,명령에따른리콜,
켈리앤스테판,2021.0,명령에따른리콜,
미래상사,2021.0,명령에따른리콜,
세컨아이즈,2021.0,명령에따른리콜,
마미버드,2021.0,명령에따른리콜,
팬로프,2021.0,명령에따른리콜,
도트엔도트,2021.0,명령에따른리콜,
도트엔도트,2021.0,명령에따른리콜,
도트엔도트,2020.0,명령에따른리콜,
도트엔도트,2020.0,명령에따른리콜,
도트엔도트,2019.0,명령에따른리콜,
도트엔도트,2018.0,명령에따른리콜,
커머스플러스,2021.0,명령에따른리콜,
토탈룩스,2021.0,명령에따른리콜,
토탈룩스,2021.0,명령에따른리콜,
재은유통,2021.0,명령에따른리콜,
디지프리INT,2021.0,명령에따른리콜,
디지프리INT,2021.0,자발적리콜,
동광앤에스,2021.0,명령에따른리콜,
히템,2021.0,명령에따른리콜,
K&BKoreaInc,2021.0,명령에따른리콜,
머레이코리아,2021.0,명령에따른리콜,
분당ENG,2021.0,명령에따른리콜,
피플스,2021.0,명령에따른리콜,
피플스,2017.0,명령에따른리콜,
명인상사,2021.0,명령에따른리콜,
현대의료기,2021.0,명령에따른리콜,
현대의료기,2019.0,명령에따른리콜,
풀꽃향기,2021.0,명령에따른리콜,
"에이치이비(HebCo.,Ltd)",2021.0,명령에따른리콜,
프라임엘이디(판매업체),2021.0,명령에따른리콜,
일렉스코리아,2021.0,명령에따른리콜,
삼오전자,2021.0,명령에따른리콜,
삼오전자,2016.0,명령에따른리콜,
삼오전자,2016.0,명령에따른리콜,
삼오전자,2016.0,명령에따른리콜,
삼오전자,2016.0,명령에따른리콜,
레트로버,2021.0,명령에따른리콜,
아이앤지퍼니처,2021.0,명령에따른리콜,
아리아컴퍼니,2021.0,명령에따른리콜,
에스엠디네트웍스,2021.0,명령에따른리콜,
에보니아,2021.0,명령에따른리콜,
에보니아,2019.0,명령에따른리콜,
에보니아,2018.0,명령에따른리콜,
에보니아,2014.0,명령에따른리콜,
아이앤에프,2021.0,명령에따른리콜,
쓰임자리연구소,2021.0,명령에따른리콜,
나우플러스,2021.0,명령에따른리콜,
위드현,2021.0,명령에따른리콜,
브로즈디스트리뷰션,2021.0,명령에따른리콜,
브로즈디스트리뷰션,2016.0,명령에따른리콜,
브로즈디스트리뷰션,2015.0,명령에따른리콜,
아머스포츠코리아,2021.0,명령에따른리콜,
화광교역,2021.0,명령에따른리콜,
더에이치투,2021.0,명령에따른리콜,
엘린제이,2021.0,자발적리콜,
프리그코리아,2021.0,자발적리콜,
제크노바타이어,2021.0,명령에따른리콜,
바꾸바꾸,2021.0,명령에따른리콜,
크레텍책임,2021.0,명령에따른리콜,
크레텍책임,2021.0,명령에따른리콜,
크레텍책임,2016.0,명령에따른리콜,
이토,2021.0,명령에따른리콜,
이토,2021.0,명령에따른리콜,
이토,2018.0,명령에따른리콜,
파피루스,2021.0,명령에따른리콜,
핀란디아,2021.0,명령에따른리콜,
쁘띠엘린,2021.0,명령에따른리콜,
쁘띠엘린,2021.0,자발적리콜,
쁘띠엘린,2021.0,자발적리콜,
쁘띠엘린,2020.0,명령에따른리콜,
쁘띠엘린,2018.0,자발적리콜,
파파스퍼니처,2021.0,명령에따른리콜,
포인트라인,2021.0,명령에따른리콜,
포인트라인,2018.0,명령에따른리콜,
디어아이,2021.0,명령에따른리콜,
혜안,2021.0,명령에따른리콜,
에스엠코프,2021.0,명령에따른리콜,
에스엠코프,2015.0,명령에따른리콜,
대양무역,2021.0,명령에따른리콜,
대양무역,2019.0,명령에따른리콜,
대양무역,2019.0,명령에따른리콜,
해피월드인터내셔널,2021.0,명령에따른리콜,
스마트스터디,2021.0,명령에따른리콜,
아성HMP,2021.0,명령에따른리콜,
스페셜라이즈드코리아(유),2021.0,자발적리콜,
스페셜라이즈드코리아(유),2021.0,자발적리콜,
스페셜라이즈드코리아(유),2020.0,명령에따른리콜,
스페셜라이즈드코리아(유),2019.0,자발적리콜,
스페셜라이즈드코리아(유),2018.0,자발적리콜,
스페셜라이즈드코리아(유),2018.0,자발적리콜,
스페셜라이즈드코리아(유),2018.0,자발적리콜,
앨리앤코(AllieandCo),2021.0,자발적리콜,
토단교재,2021.0,명령에따른리콜,
토단교재,2019.0,명령에따른리콜,
아모스,2021.0,명령에따른리콜,
아모스,2017.0,명령에따른리콜,
모던트레이드,2021.0,명령에따른리콜,
모던트레이드,2019.0,명령에따른리콜,
모던트레이드,2019.0,명령에따른리콜,
모던트레이드,2019.0,명령에따른리콜,
모던트레이드,2018.0,명령에따른리콜,
모던트레이드,2018.0,명령에따른리콜,
모던트레이드,2018.0,명령에따른리콜,
모던토이,2021.0,명령에따른리콜,
모던토이,2018.0,명령에따른리콜,
타카그룹,2021.0,명령에따른리콜,
토이파크,2021.0,명령에따른리콜,
부평씽크빅,2021.0,명령에따른리콜,
"FacebookTechnologies,LLC,법률대리인(김&장법률사무소)",2021.0,자발적리콜,
가온셀,2021.0,명령에따른리콜,
빅트,2021.0,명령에따른리콜,
듀엘코,2021.0,자발적리콜,
길림인더스트리,2021.0,자발적리콜,
호마상사,2021.0,명령에따른리콜,
리플스인터내셔날,2021.0,명령에따른리콜,
위베네베네,2021.0,명령에따른리콜,
위베네베네,2021.0,명령에따른리콜,
아가방앤컴퍼니,2021.0,명령에따른리콜,
아가방앤컴퍼니,2019.0,명령에따른리콜,
아가방앤컴퍼니,2018.0,명령에따른리콜,
아가방앤컴퍼니,2015.0,명령에따른리콜,
해피프린스,2021.0,명령에따른리콜,
"테드(TedCo.,Ltd.)",2021.0,명령에따른리콜,
클럽타이콘,2021.0,명령에따른리콜,
제이에스무역,2021.0,명령에따른리콜,
제이에스무역,2021.0,명령에따른리콜,
리틀아티스트,2021.0,명령에따른리콜,
베베비치,2021.0,명령에따른리콜,
세아무역(SEAHTRADE),2021.0,명령에따른리콜,
지나월드,2021.0,명령에따른리콜,
지나월드,2020.0,명령에따른리콜,
채니봉봉,2021.0,명령에따른리콜,
리틀킹,2021.0,명령에따른리콜,
케이엔에이치,2021.0,명령에따른리콜,
동양유통,2021.0,명령에따른리콜,
동방레포츠,2021.0,명령에따른리콜,
동방레포츠,2013.0,명령에따른리콜,
에스티,2021.0,명령에따른리콜,
바이오쉴드,2021.0,명령에따른리콜,
상생플래닛,2021.0,명령에따른리콜,
원더키드(WONDERKID.CO.LTD),2021.0,명령에따른리콜,
장미공주,2021.0,명령에따른리콜,
행도씨,2021.0,명령에따른리콜,
행도씨,2020.0,명령에따른리콜,
제이플러스교역,2021.0,명령에따른리콜,
제이플러스교역,2020.0,명령에따른리콜,
신세계코리아,2021.0,명령에따른리콜,
한길통상,2021.0,자발적리콜,
헨티,2021.0,명령에따른리콜,
신본통상,2021.0,명령에따른리콜,
예림가구,2021.0,명령에따른리콜,
쉴드,2021.0,명령에따른리콜,
잭키드,2021.0,명령에따른리콜,
더비피,2021.0,명령에따른리콜,
